name,domain,city,countryCode,creatioLastActivityDisplayTimestamp,creatioLastContactDisplayTimestamp,creatioOwner,creatioStatus,creatioTeam,crunchbaseCategoryList,currentEmployeeCount,employeeCountGrowth,state,totalFunding
Vessel,vessel.co,Montréal,CAN,2026-02-06T13:57:35.157000,2026-02-06T13:57:35.157000,Danielle Brown,B,I&C,"Financial Services,FinTech,Online Portals,Venture Capital",20,100.0,Quebec,7511504
Vinyl Equity,vinylequity.com,Chicago,USA,2026-02-03T10:56:17.191000,2026-02-03T10:56:17.191000,Danielle Brown,B,I&C,"Business Process Automation (BPA),FinTech,Professional Services",21,75.0,Illinois,11500000
Virio,virio.ai,San Francisco,USA,2026-01-31T12:22:18.515000,2026-01-31T12:22:18.515000,Justin Chung,B,SW,None,16,14.0,California,
Visibuild,visibuild.com.au,Melbourne,AUS,2026-01-29T16:30:51.745000,2026-01-29T16:30:51.745000,Danielle Brown,B,I&C,"Architecture,Construction,Consulting,Government,Information Technology,Infrastructure,Manufacturing,Software,UX Design",41,41.0,Victoria,4280167
Vitalchat,vitalchat.com,Ashburn,USA,2026-01-29T12:04:14.356000,2026-01-29T12:04:14.356000,Cassidy Piersiak,S2,I&C,"Health Care,Information Technology,Software,Virtual Assistant",33,94.0,Virginia,6000000
Voicegain,voicegain.ai,Dallas,USA,2026-02-04T08:32:16.963000,2026-02-04T08:32:16.963000,Zane Salameh,B,I&C,"Information Technology,Telecommunications",19,-10.0,Texas,1500000
VVEAVE,vveave.com,New York,USA,2026-01-30T18:46:22.086000,2026-01-30T18:46:22.086000,Juliet Fitzgerald,C,I&C,None,14,17.0,New York,
VXT,vxt.ai,Christchurch,NZL,2026-02-02T12:47:29.069000,2026-02-02T12:47:29.069000,Justin Chung,A,SW,"Artificial Intelligence (AI),B2B,Mobile,SaaS,Software",48,50.0,Canterbury,4933384
WagerWire,wagerwire.com,Los Angeles,USA,2026-01-29T13:07:12.974000,2026-01-29T13:07:12.974000,Cassidy Piersiak,S1,I&C,"Contests,Data Integration,E-Commerce,Fantasy Sports,Gambling,Gaming,Internet,Marketplace,Sports,Trading Platform",19,12.0,California,3360000
Walr,walr.com,London,GBR,2026-02-02T08:21:09.796730,2026-01-30T18:42:34.874000,Ella Steinhilber,S3,SW,"Analytics,Data Collection and Labeling,Database,Information Services,Market Research,Software",157,14.0,"London, City of",
Warmy.io - Email channel. Reliable.,warmy.io,Tel Aviv-Yafo,ISR,2026-02-03T09:46:43.487000,2026-02-03T09:46:43.487000,Justin Chung,S2,SW,"Email,Email Marketing,SaaS,Software",87,45.0,Tel Aviv,
Waza,waza.co,New York,USA,2026-01-31T10:04:49.083000,2026-01-31T10:04:49.083000,Juliet Fitzgerald,B,I&C,"B2B,Emerging Markets,Financial Services,FinTech,Payments",22,29.0,New York,8620000
OCTA,weareocta.com,Abu Dhabi,UAE,2026-02-03T09:43:35.810000,2026-02-03T09:43:35.810000,Juliet Fitzgerald,B,I&C,"Enterprise Software,Financial Services,FinTech,Software",39,22.0,Abū Z̧aby,22250000
WeGenerate,wegenerate.com,Miami Shores,USA,2026-02-03T18:18:48.844000,2026-02-03T18:18:48.844000,Ainsley Radell,A,I&C,"Business Development,Collaboration,Consulting,Content Marketing,CRM,Data Collection and Labeling,Digital Marketing,Marketing,Software",11,0.0,Florida,
WeStock,westock.io,Fort Lee,USA,2026-01-28T13:59:35.102000,2026-01-28T13:59:35.102000,None,B,None,"Apps,Food and Beverage,Retail,Retail Technology",10,-38.0,New Jersey,2255731
WeWard,wewardapp.com,Paris,FRA,2026-01-30T08:51:37.106498,2026-01-29T21:38:47.028000,Danielle Brown,S3,I&C,None,66,10.0,Île-de-France,241000
What She Said Inc,whatshesaidinc.space,Denver,USA,2026-01-30T09:52:31.214000,2026-01-30T09:52:31.214000,Juliet Fitzgerald,C,I&C,None,17,70.0,Colorado,120000
Whillet,whillet.com,Palo Alto,USA,2026-01-29T15:44:40.603100,2026-01-29T15:41:18.231000,Hannah Ditmars,C,SW,"Financial Services,FinTech",5,-17.0,California,50000
Wicket,wicketsoft.com,Cambridge,USA,2026-02-04T14:20:50.752463,2026-02-04T14:20:30.524000,None,B,None,None,59,7.0,Massachusetts,1400000
WiseLayer,wiselayer.com,New York,USA,2026-02-03T11:21:29.050435,2026-02-03T11:21:07.076000,None,B,None,"Artificial Intelligence (AI),FinTech",,,NY,7450000
WiseStamp,wisestamp.com,Tel Aviv-Yafo,ISR,2026-02-04T09:02:08.692000,2026-02-04T09:02:08.692000,Nikki Schwenk,S2,SW,"Brand Marketing,Browser Extensions,E-Signature,Email,Email Marketing,Messaging,Social Media Advertising,Web Browsers",93,16.0,Tel Aviv,
Benchmark,withbenchmark.com,New York,USA,2026-02-02T12:09:55.326000,2026-02-02T12:09:55.326000,Cassidy Piersiak,B,I&C,None,10,67.0,New York,500000
Sotto,withsotto.com,New York,USA,2026-01-29T13:49:17.601000,2026-01-29T13:49:17.601000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),Messaging,Online Portals",,,NY,
Tandem,withtandem.com,New York,USA,2026-01-28T13:44:07.340171,2026-01-28T13:43:54.730000,None,A,None,"Apps,Health Care,Health Diagnostics,Medical,mHealth,Pharmaceutical",292,289.0,New York,140772683
Vayu,withvayu.com,New York,USA,2026-01-28T10:17:37.787000,2026-01-28T10:17:37.787000,Cassidy Piersiak,B,I&C,"Billing,Data Management,Software",25,92.0,New York,7000000
Woliba,woliba.io,New York,USA,2026-01-29T08:44:31.404000,2026-01-29T08:44:31.404000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),Health Care,Human Resources,SaaS,Software,Wellness",36,33.0,New York,
Xapien,xapien.com,London,GBR,2026-02-06T20:08:17.023150,2026-02-04T16:42:54.896000,Justin Chung,S2,SW,"Financial Services,FinTech,Information Technology,Legal Tech,Natural Language Processing,SaaS,Search Engine,Software",74,30.0,"London, City of",17902388
xFigura,xfigura.ai,Boston,USA,2026-01-29T09:42:24.102000,2026-01-29T09:42:24.102000,Michael Brannan,B,SW,None,14,1300.0,Massachusetts,
Xverum,xverum.com,Hollywood,USA,2026-01-28T10:55:00,2026-01-28T10:55:00,None,S2,None,"Big Data,Data Collection and Labeling,Database",45,15.0,Florida,
YouScan,youscan.io,Kyiv,UKR,2026-01-29T14:28:52.818000,2026-01-29T14:28:52.818000,Nikki Schwenk,S2,SW,"Analytics,Artificial Intelligence (AI),Business Intelligence,Computer Vision,Image Recognition,Machine Learning,Natural Language Processing,SaaS,Social Media Management,Social Media Marketing",85,23.0,"Kyiv, Misto",4007594
Yrefy,yrefy.com,Phoenix,USA,2026-02-04T12:09:15.505000,2026-01-29T15:48:13.512000,Ainsley Radell,A,I&C,"Consumer Lending,Finance,Financial Services,Lending",102,117.0,Arizona,7045000
Zaddons,zaddons.com,Montréal,CAN,2026-02-03T16:57:06.294000,2026-02-03T16:57:06.294000,Justin Chung,S2,SW,"Human Resources,Information Technology,Software",32,14.0,Quebec,3500000
Zephyr Cloud,zephyr-cloud.io,Atlanta,USA,2026-01-29T12:23:40.429064,2026-01-29T11:31:57.339000,None,B,None,"Artificial Intelligence (AI),B2B,Developer Platform,Enterprise Software,Information Technology,Software",15,67.0,Georgia,3470000
Zivian Health,zivianhealth.com,Cleveland,USA,2026-02-03T00:00:00,2026-02-03T00:00:00,Danielle Brown,S2,I&C,"Compliance,Medical,Payments,Quality Assurance",46,53.0,Ohio,3000000
Zof AI,zof.ai,Daly City,USA,2026-02-04T14:34:31.861000,2026-02-04T14:34:31.861000,Nikki Schwenk,B,SW,"Artificial Intelligence (AI),Developer Platform,Developer Tools,Information Technology,Natural Language Processing,Software",16,300.0,California,250000
Zoomph,zoomph.com,Reston,USA,2026-02-03T10:26:33.594000,2026-02-03T10:26:33.594000,Nikki Schwenk,A,SW,"Analytics,Data Visualization,eSports,SaaS,Social Media Marketing,Sports",40,-5.0,Virginia,1750000
